timestamp, name, pci.bus_id, driver_version, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2021/04/30 02:06:53.079, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 27 %, 11 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 02:11:53.081, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 02:11:53.081, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 31 %, 14 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 02:16:53.083, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 24 %, 7 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 02:16:53.084, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 56 %, 36 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 02:21:53.086, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 02:21:53.086, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 58 %, 39 %, 48576 MiB, 17290 MiB, 31286 MiB
2021/04/30 02:26:53.088, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 10 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 02:26:53.088, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 66, 39 %, 13 %, 48576 MiB, 17286 MiB, 31290 MiB
2021/04/30 02:31:53.090, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 3 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 02:31:53.090, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 71, 41 %, 15 %, 48576 MiB, 16720 MiB, 31856 MiB
2021/04/30 02:36:53.092, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 16 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 02:36:53.093, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 72, 37 %, 15 %, 48576 MiB, 15580 MiB, 32996 MiB
2021/04/30 02:41:53.094, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 27 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 02:41:53.094, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 73, 40 %, 15 %, 48576 MiB, 14226 MiB, 34350 MiB
2021/04/30 02:46:53.096, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 02:46:53.096, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 73, 42 %, 15 %, 48576 MiB, 12900 MiB, 35676 MiB
2021/04/30 02:51:53.098, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 26 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 02:51:53.099, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 72, 36 %, 14 %, 48576 MiB, 11540 MiB, 37036 MiB
2021/04/30 02:56:53.100, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 16 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 02:56:53.100, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 73, 34 %, 14 %, 48576 MiB, 10284 MiB, 38292 MiB
2021/04/30 03:01:53.102, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 03:01:53.102, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 78, 34 %, 13 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 03:06:53.104, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 26 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 03:06:53.104, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 24 %, 9 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 03:11:53.106, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 26 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 03:11:53.107, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 30 %, 14 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 03:16:53.108, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 28 %, 9 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 03:16:53.109, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 77, 52 %, 27 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 03:21:53.110, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 03:21:53.111, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 77, 49 %, 27 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 03:26:53.113, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 18 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 03:26:53.113, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 57 %, 32 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 03:31:53.114, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 03:31:53.115, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 78, 49 %, 22 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 03:36:53.116, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 03:36:53.117, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 44 %, 28 %, 48576 MiB, 9165 MiB, 39411 MiB
2021/04/30 03:41:53.118, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 18 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 03:41:53.119, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 77, 37 %, 22 %, 48576 MiB, 9165 MiB, 39411 MiB
2021/04/30 03:46:53.120, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 03:46:53.121, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 38 %, 21 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 03:51:53.121, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 38 %, 15 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 03:51:53.122, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 27 %, 12 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 03:56:53.123, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 25 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 03:56:53.124, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 50 %, 34 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 04:01:53.125, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 04:01:53.126, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 77, 42 %, 25 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 04:06:53.127, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 26 %, 8 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 04:06:53.128, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 4 %, 1 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 04:11:53.129, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 04:11:53.130, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 77, 57 %, 37 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 04:16:53.131, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 04:16:53.132, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 74, 25 %, 7 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 04:21:53.133, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 04:21:53.133, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 57 %, 41 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 04:26:53.134, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 04:26:53.135, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 54 %, 29 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 04:31:53.136, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 04:31:53.136, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 57 %, 37 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 04:36:53.137, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 71 %, 51 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 04:36:53.138, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 77, 71 %, 51 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 04:41:53.139, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 67 %, 39 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 04:41:53.140, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 75, 30 %, 13 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 04:46:53.141, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 04:46:53.142, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 77, 38 %, 17 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 04:51:53.143, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 23 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 04:51:53.143, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 77, 53 %, 35 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 04:56:53.144, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 04:56:53.145, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 78, 52 %, 26 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 05:01:53.147, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 05:01:53.147, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 74, 0 %, 0 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 05:06:53.148, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 05:06:53.149, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 28 %, 11 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 05:11:53.150, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 05:11:53.151, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 37 %, 16 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 05:16:53.151, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 14 %, 6 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 05:16:53.152, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 77, 55 %, 30 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 05:21:53.154, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 18 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 05:21:53.154, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 78, 59 %, 34 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 05:26:53.155, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 05:26:53.156, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 76, 24 %, 9 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 05:31:53.157, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 17 %, 6 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 05:31:53.158, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 77, 29 %, 12 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 05:36:53.160, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 26 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 05:36:53.160, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 77, 55 %, 35 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 05:41:53.161, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 05:41:53.162, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P2, 77, 15 %, 5 %, 48576 MiB, 9166 MiB, 39410 MiB
2021/04/30 05:46:53.164, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 3 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 05:46:53.164, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 56, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 05:51:53.166, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 05:51:53.167, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 49, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 05:56:53.168, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 13 %, 4 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 05:56:53.169, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 47, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 06:01:53.170, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 27 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 06:01:53.170, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 47, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 06:06:53.172, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 10 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 06:06:53.172, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 06:11:53.173, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 06:11:53.174, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 06:16:53.175, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 06:16:53.176, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 06:21:53.177, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 67 %, 38 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 06:21:53.178, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 06:26:53.179, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 06:26:53.180, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 06:31:53.181, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 27 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 06:31:53.182, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 06:36:53.183, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 06:36:53.184, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 06:41:53.185, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 3 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 06:41:53.185, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 06:46:53.186, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 59 %, 23 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 06:46:53.187, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 06:51:53.188, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 68 %, 33 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 06:51:53.189, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 06:56:53.190, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 62, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 06:56:53.191, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 07:01:53.192, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 27 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 07:01:53.193, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 07:06:53.194, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 59, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 07:06:53.194, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 07:11:53.196, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 07:11:53.196, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 07:16:53.198, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 48 %, 20 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 07:16:53.198, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48046 MiB, 530 MiB
2021/04/30 07:21:53.200, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 07:21:53.200, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 07:26:53.202, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 07:26:53.202, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 07:31:53.204, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 15 %, 5 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 07:31:53.204, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 07:36:53.205, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 62, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 07:36:53.206, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 07:41:53.207, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 07:41:53.208, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 07:46:53.209, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 07:46:53.210, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 07:51:53.211, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 26 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 07:51:53.212, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 07:56:53.213, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 26 %, 7 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 07:56:53.214, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 08:01:53.215, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 08:01:53.216, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 08:06:53.217, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 08:06:53.218, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 08:11:53.219, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 0 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 08:11:53.220, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 08:16:53.221, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 08:16:53.221, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 08:21:53.223, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 08:21:53.224, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 08:26:53.224, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 08:26:53.225, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 08:31:53.227, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 08:31:53.227, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 08:36:53.228, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 23 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 08:36:53.229, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 08:41:53.231, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 21 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 08:41:53.232, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 08:46:53.233, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 20 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 08:46:53.233, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 08:51:53.234, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 13 %, 4 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 08:51:53.235, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
2021/04/30 08:56:53.236, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 61, 66 %, 34 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 08:56:53.236, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48046 MiB, 530 MiB
2021/04/30 09:01:53.238, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 10 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 09:01:53.239, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48046 MiB, 530 MiB
2021/04/30 09:06:53.239, Quadro RTX 8000, 00000000:15:00.0, 460.39, P2, 60, 19 %, 0 %, 48601 MiB, 32748 MiB, 15853 MiB
2021/04/30 09:06:53.240, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 46, 0 %, 0 %, 48576 MiB, 48047 MiB, 529 MiB
